BHK,Rent,Size,Floor/Total,Floor,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2,15000,900,Ground out of 3,Ground,"Kattupakkam, PH Road",Chennai,Semi-Furnished,Bachelors/Family,2
1,9500,700,Ground out of 2,Ground,"Santhosapuram, Medavakkam",Chennai,Semi-Furnished,Bachelors/Family,1
2,13500,1150,1 out of 2,1,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,2
1,11000,750,Ground out of 2,Ground,Porur Gardens,Chennai,Semi-Furnished,Bachelors/Family,1
2,13000,920,Ground out of 1,Ground,"Ullagaram, Pallavaram-Thuraipakkam Road",Chennai,Semi-Furnished,Bachelors/Family,2
2,25000,1050,9 out of 12,9,Vadapalani,Chennai,Semi-Furnished,Family,2
2,12000,1800,2 out of 3,2,Madambakkam,Chennai,Unfurnished,Bachelors/Family,2
2,25000,1000,1 out of 2,1,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,2
3,8500,1062,1 out of 3,1,Siruseri,Chennai,Semi-Furnished,Bachelors/Family,2
2,8500,800,Ground out of 1,Ground,Ambattur,Chennai,Unfurnished,Bachelors/Family,2
1,5000,450,Ground out of 1,Ground,Thirumullaivoyal,Chennai,Unfurnished,Bachelors/Family,1
2,8500,900,Ground out of 1,Ground,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,1
4,100000,2240,Ground out of 3,Ground,Anna Nagar,Chennai,Furnished,Bachelors/Family,4
1,7500,500,Ground out of 2,Ground,Kovur,Chennai,Unfurnished,Bachelors/Family,1
1,7000,750,1 out of 1,1,Pammal,Chennai,Unfurnished,Bachelors/Family,1
3,26000,1400,11 out of 15,11,"Chromepet, GST Road",Chennai,Semi-Furnished,Bachelors/Family,3
2,12000,1200,2 out of 2,2,CBI Colony,Chennai,Semi-Furnished,Bachelors,2
2,18000,1424,2 out of 2,2,kumari neo town,Chennai,Semi-Furnished,Bachelors/Family,2
1,13000,450,1 out of 4,1,Arasankalani,Chennai,Unfurnished,Bachelors,1
3,160000,2700,8 out of 10,8,T Nagar,Chennai,Furnished,Bachelors,2
2,8000,805,1 out of 2,1,"Urapakkam, Vandalur R.F, GST Road",Chennai,Unfurnished,Bachelors/Family,2
1,6000,434,Ground out of 3,Ground,Thirumazhisai,Chennai,Unfurnished,Bachelors/Family,1
2,12500,1000,1 out of 2,1,Perambur,Chennai,Semi-Furnished,Bachelors/Family,2
1,6500,595,1 out of 1,1,"Vengaivasal, Medavakkam",Chennai,Semi-Furnished,Bachelors/Family,1
2,10000,685,Ground out of 2,Ground,Kolathur,Chennai,Unfurnished,Bachelors/Family,2
2,12500,1075,1 out of 2,1,Teachers's Colony-Lakshmipuram,Chennai,Semi-Furnished,Bachelors/Family,2
3,22000,1100,4 out of 4,4,Velachery,Chennai,Semi-Furnished,Bachelors,3
2,17000,950,1 out of 2,1,Madipakkam,Chennai,Unfurnished,Family,2
3,20000,1500,19 out of 31,19,Semmenchery,Chennai,Unfurnished,Bachelors,3
3,22000,1100,Ground out of 2,Ground,Porur,Chennai,Semi-Furnished,Bachelors/Family,2
2,11500,1100,2 out of 2,2,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors,2
3,23000,1000,1 out of 3,1,Keelkatalai,Chennai,Unfurnished,Bachelors,3
2,19000,800,2 out of 4,2,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,2
3,45000,1500,1 out of 3,1,CIT Nagar,Chennai,Semi-Furnished,Bachelors/Family,2
3,17000,1250,2 out of 3,2,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2
2,9500,650,1 out of 2,1,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,2
3,45000,1650,1 out of 5,1,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,3
4,60000,2317,10 out of 12,10,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,4
2,12000,950,1 out of 2,1,"Radha Nagar, Chrompet",Chennai,Semi-Furnished,Family,2
3,40000,1700,3 out of 5,3,KK Nagar,Chennai,Furnished,Bachelors/Family,3
3,16000,1300,1 out of 2,1,Porur,Chennai,Furnished,Bachelors/Family,2
2,9000,805,1 out of 2,1,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2
2,35000,1109,3 out of 3,3,"Adyar, Thiruvanmiyur, Chennai",Chennai,Semi-Furnished,Bachelors/Family,2
1,4000,300,1 out of 2,1,Tiruvottiyur,Chennai,Unfurnished,Bachelors,1
2,11000,700,1 out of 3,1,Tharamani,Chennai,Unfurnished,Bachelors/Family,1
2,9500,950,Ground out of 2,Ground,"Manali, Manali High Road",Chennai,Semi-Furnished,Bachelors/Family,2
3,25000,1290,4 out of 4,4,Poonamalle,Chennai,Unfurnished,Bachelors/Family,3
2,10000,950,Ground out of 2,Ground,S.Kolathur,Chennai,Unfurnished,Bachelors/Family,2
1,12000,400,1 out of 3,1,Besant Nagar,Chennai,Furnished,Bachelors/Family,1
2,19397,2000,7 out of 10,7,Guduvancheri,Chennai,Furnished,Bachelors/Family,2
2,12000,939,3 out of 4,3,New Perungalathur,Chennai,Semi-Furnished,Bachelors/Family,2
3,10000,1200,1 out of 3,1,Kovur,Chennai,Unfurnished,Bachelors/Family,3
2,20000,1800,1 out of 1,1,"Ambattur Industrial Estate, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2
3,15000,1200,2 out of 5,2,Madambakkam,Chennai,Unfurnished,Bachelors/Family,2
2,28000,1200,1 out of 3,1,Kodambakkam,Chennai,Semi-Furnished,Family,2
3,10000,1750,1 out of 1,1,Kuthanur,Chennai,Unfurnished,Bachelors/Family,3
1,3500,300,Ground out of 2,Ground,Mogappair West,Chennai,Unfurnished,Bachelors/Family,1
1,8000,650,1 out of 3,1,Sholinganallur,Chennai,Unfurnished,Bachelors,1
2,13500,950,Ground out of 3,Ground,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2
3,36000,1610,3 out of 14,3,Vadapalani,Chennai,Semi-Furnished,Family,3
2,15000,900,1 out of 2,1,Kodungaiyur East,Chennai,Unfurnished,Bachelors/Family,2
1,5000,550,1 out of 1,1,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1
2,10000,700,Ground out of 2,Ground,Nanmangalam,Chennai,Unfurnished,Bachelors/Family,2
2,10000,800,2 out of 3,2,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2
2,8500,580,3 out of 5,3,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2
2,11000,950,1 out of 2,1,Nandanam,Chennai,Semi-Furnished,Bachelors/Family,2
1,8000,700,1 out of 1,1,"Nemilichery, Chromepet",Chennai,Unfurnished,Bachelors/Family,1
2,12000,600,Ground out of 3,Ground,"Bharathidasan Colony, KK Nagar",Chennai,Semi-Furnished,Bachelors/Family,1
1,5000,200,Ground out of 3,Ground,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,1
1,7000,600,Ground out of 3,Ground,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1
2,15000,550,Ground out of 3,Ground,Mylapore,Chennai,Unfurnished,Bachelors/Family,2
1,10000,600,4 out of 5,4,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,1
3,37500,1680,1 out of 16,1,Vadapalani,Chennai,Semi-Furnished,Family,3
2,7000,1100,1 out of 1,1,Kayarambedu,Chennai,Unfurnished,Bachelors/Family,2
1,6500,600,Ground out of 2,Ground,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,1
2,16000,820,Ground out of 2,Ground,Purasaiwakkam,Chennai,Semi-Furnished,Family,2
3,34000,1125,8 out of 12,8,Vadapalani,Chennai,Semi-Furnished,Family,3
2,11500,973,4 out of 4,4,Padapai,Chennai,Semi-Furnished,Family,2
2,15000,780,1 out of 2,1,"Guindy Race Course, Guindy",Chennai,Furnished,Bachelors/Family,1
1,8000,400,Ground out of 1,Ground,Mannivakkam,Chennai,Unfurnished,Bachelors/Family,1
4,220000,4000,1 out of 2,1,"Poes Garden, Teynampet",Chennai,Semi-Furnished,Bachelors/Family,4
2,22000,1000,2 out of 4,2,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2
3,85000,3500,Ground out of 1,Ground,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,3
1,6000,350,Ground out of 2,Ground,Maduravoyal,Chennai,Semi-Furnished,Bachelors/Family,1
2,14000,800,2 out of 2,2,Choolaimedu High Road,Chennai,Semi-Furnished,Bachelors,2
2,11500,700,Ground out of 2,Ground,"Paddy field street,Perambur",Chennai,Unfurnished,Bachelors/Family,2
1,6000,550,Ground out of 2,Ground,"Vimalapuram, Manali",Chennai,Unfurnished,Bachelors/Family,1
3,24000,2100,Ground out of 2,Ground,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,4
3,32000,1700,2 out of 2,2,Perumbakkam,Chennai,Semi-Furnished,Bachelors/Family,3
3,16000,1420,Ground out of 1,Ground,"Rajakipakkam, Sembakkam",Chennai,Semi-Furnished,Bachelors/Family,2
2,13000,950,1 out of 2,1,Duraisamy Nagar,Chennai,Semi-Furnished,Bachelors/Family,2
2,14000,780,2 out of 2,2,Pallikaranai,Chennai,Semi-Furnished,Bachelors/Family,2
1,7500,800,1 out of 2,1,Jalladian Pet,Chennai,Unfurnished,Bachelors,1
2,10000,500,2 out of 4,2,Koyambedu,Chennai,Semi-Furnished,Bachelors/Family,1
2,18500,1000,25 out of 32,25,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,2
2,12000,750,2 out of 2,2,Royapettah,Chennai,Unfurnished,Bachelors/Family,2
2,17000,1200,2 out of 2,2,Cmbt,Chennai,Unfurnished,Bachelors/Family,2
3,35000,1152,10 out of 14,10,Vadapalani,Chennai,Semi-Furnished,Family,3
2,9000,843,2 out of 3,2,Kovur,Chennai,Semi-Furnished,Bachelors/Family,2
2,13000,900,1 out of 3,1,Semmancheri,Chennai,Unfurnished,Bachelors/Family,2
2,27999,1250,2 out of 4,2,Nandambakkam,Chennai,Semi-Furnished,Bachelors/Family,2
2,11000,650,2 out of 2,2,Kodambakkam,Chennai,Unfurnished,Bachelors/Family,2
4,140000,2600,2 out of 2,2,Ranjith Road,Chennai,Semi-Furnished,Bachelors/Family,4
1,12000,700,Ground out of 2,Ground,Indra Nagar,Chennai,Unfurnished,Bachelors/Family,1
2,13000,720,1 out of 2,1,"Sakthi Nagar, Adambakkam",Chennai,Unfurnished,Family,2
4,250000,3500,1 out of 4,1,"Poes Garden, Teynampet",Chennai,Semi-Furnished,Bachelors/Family,4
4,80000,3000,1 out of 2,1,"Egmore, PH Road",Chennai,Unfurnished,Bachelors,4
2,22999,1144,1 out of 1,1,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2
3,36000,1750,1 out of 4,1,Anna Nagar,Chennai,Unfurnished,Bachelors,3
3,70000,1450,Ground out of 2,Ground,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2
2,12500,590,1 out of 2,1,Choolaimedu,Chennai,Unfurnished,Bachelors/Family,1
2,18000,900,2 out of 2,2,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors/Family,2
2,10000,800,1 out of 2,1,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,1
2,18000,1000,1 out of 3,1,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2
3,37000,1650,2 out of 14,2,Vadapalani,Chennai,Semi-Furnished,Family,3
2,18000,700,Ground out of 1,Ground,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,2
3,25000,1280,1 out of 1,1,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",Chennai,Semi-Furnished,Bachelors/Family,2
2,10000,700,Ground out of 2,Ground,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,Bachelors/Family,2
2,15000,980,1 out of 4,1,Purasaiwakkam,Chennai,Unfurnished,Bachelors/Family,2
2,15000,900,2 out of 2,2,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,2
1,9000,450,1 out of 1,1,Virugambakkam,Chennai,Unfurnished,Family,1
2,14000,1200,2 out of 4,2,Porur,Chennai,Unfurnished,Bachelors/Family,2
2,8500,650,1 out of 2,1,Jalladian Pet,Chennai,Semi-Furnished,Bachelors/Family,2
3,35000,1903,6 out of 11,6,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,3
2,10000,650,2 out of 3,2,Arcot Road Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,1
1,5000,450,2 out of 2,2,Housing Board,Chennai,Unfurnished,Bachelors/Family,1
2,23000,900,3 out of 5,3,besant nagar Chennai,Chennai,Unfurnished,Bachelors,2
2,15000,550,2 out of 3,2,Ashok Nagar,Chennai,Unfurnished,Family,1
2,18500,750,Ground out of 3,Ground,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors/Family,2
2,28000,1000,2 out of 4,2,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2
3,32000,1050,4 out of 12,4,Vadapalani,Chennai,Semi-Furnished,Family,3
1,14000,650,1 out of 3,1,"Mattan Kuppam, Triplicane",Chennai,Furnished,Family,2
1,7000,400,1 out of 3,1,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,1
3,33000,1075,7 out of 12,7,Vadapalani,Chennai,Semi-Furnished,Family,3
3,100000,2000,3 out of 14,3,Alwarpet,Chennai,Semi-Furnished,Bachelors,3
2,18000,720,4 out of 5,4,Kasturibai Nagar,Chennai,Semi-Furnished,Bachelors/Family,2
3,16000,1000,1 out of 3,1,Ponniammanmedu,Chennai,Unfurnished,Bachelors,2
1,8500,500,Ground out of 2,Ground,Ayanavaram,Chennai,Unfurnished,Bachelors/Family,1
2,10000,900,Ground out of 3,Ground,Nandivaram-Guduvancheri,Chennai,Furnished,Bachelors/Family,2
2,13500,900,5 out of 7,5,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Semi-Furnished,Bachelors/Family,2
2,19000,900,1 out of 3,1,Kodambakkam,Chennai,Semi-Furnished,Bachelors/Family,2
1,11500,1000,1 out of 2,1,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,2
3,22000,1300,1 out of 3,1,Jawahar Nagar,Chennai,Semi-Furnished,Family,3
3,12000,1383,2 out of 4,2,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,3
2,10000,800,Ground out of 1,Ground,Guduvancheri,Chennai,Semi-Furnished,Bachelors,2
2,15000,1500,1 out of 1,1,Madambakkam,Chennai,Unfurnished,Bachelors,2
3,35000,1350,Ground out of 2,Ground,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors,2
3,70000,2000,3 out of 4,3,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3
3,32000,1200,Ground out of 4,Ground,Anna Nagar West Extension,Chennai,Unfurnished,Bachelors,2
3,35000,1912,1 out of 4,1,Alwarthirunagar,Chennai,Unfurnished,Bachelors,3
1,10000,500,1 out of 2,1,Old Washermanpet,Chennai,Unfurnished,Bachelors,1
2,11000,950,1 out of 1,1,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",Chennai,Unfurnished,Bachelors,2
2,12000,1000,1 out of 1,1,Kolathur,Chennai,Unfurnished,Bachelors,2
3,40000,1600,11 out of 16,11,Prestige Bellavista,Chennai,Unfurnished,Bachelors,3
2,8000,900,Ground out of 2,Ground,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,2
3,20000,1265,1 out of 3,1,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2
3,12000,1060,3 out of 4,3,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2
2,15000,1050,1 out of 2,1,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2
3,27000,1500,2 out of 4,2,Perungudi,Chennai,Unfurnished,Bachelors,3
2,13000,890,1 out of 2,1,Oliyas Green court,Chennai,Unfurnished,Bachelors,2
2,9000,700,1 out of 2,1,Keelkattalai,Chennai,Unfurnished,Bachelors/Family,3
3,25000,1146,1 out of 2,1,Chinna Porur,Chennai,Semi-Furnished,Bachelors/Family,2
1,12000,700,1 out of 2,1,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,1
2,18000,800,Ground out of 2,Ground,Anna Nagar East,Chennai,Semi-Furnished,Bachelors,2
2,9500,640,Ground out of 1,Ground,Mogappair West,Chennai,Unfurnished,Bachelors/Family,2
2,14000,909,5 out of 14,5,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,2
4,40000,2400,Ground out of 2,Ground,"Palavakkam, E Coast Road",Chennai,Unfurnished,Bachelors,3
4,70000,3800,Ground out of 1,Ground,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,4
2,15000,400,1 out of 3,1,Periyamet,Chennai,Unfurnished,Bachelors/Family,2
2,8500,886,2 out of 3,2,Pallavan Nagar-Thiruverkadu,Chennai,Unfurnished,Family,2
3,27500,1570,4 out of 5,4,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,3
2,15000,900,1 out of 2,1,Kolathur,Chennai,Unfurnished,Bachelors/Family,2
1,5000,400,Ground out of 2,Ground,Medavakkam,Chennai,Unfurnished,Bachelors/Family,1
2,26000,1600,Ground out of 2,Ground,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2
2,14000,1000,2 out of 3,2,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2
2,20000,850,Ground out of 4,Ground,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2
2,12000,750,Ground out of 3,Ground,Andal Nagar,Chennai,Unfurnished,Bachelors/Family,2
2,17000,750,1 out of 2,1,Kamarajar Salai,Chennai,Unfurnished,Bachelors/Family,2
3,75000,2000,3 out of 4,3,Deepa Appartment Turnbulls,Chennai,Semi-Furnished,Bachelors/Family,3
3,19500,1270,1 out of 2,1,Madipakkam,Chennai,Semi-Furnished,Bachelors,2
2,10000,2000,1 out of 2,1,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,2
2,32000,1250,3 out of 7,3,Nungambakkam,Chennai,Furnished,Bachelors/Family,2
2,15000,1000,Ground out of 2,Ground,Velachery,Chennai,Unfurnished,Family,2
3,28000,1050,5 out of 10,5,Pallavaram,Chennai,Semi-Furnished,Bachelors/Family,3
2,10677,800,5 out of 6,5,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2
3,50000,1625,8 out of 11,8,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,3
3,32500,1535,1 out of 2,1,Karapakkam,Chennai,Unfurnished,Bachelors/Family,3
2,23000,850,1 out of 2,1,Choolaimedu,Chennai,Furnished,Bachelors/Family,2
4,75000,3800,3 out of 10,3,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Bachelors/Family,4
4,250000,4500,Ground out of 2,Ground,Jubilee Hills,Hyderabad,Semi-Furnished,Family,4
2,10000,1100,1 out of 3,1,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2
3,60000,3200,1 out of 5,1,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3
2,12000,647,2 out of 3,2,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1
3,48000,1798,7 out of 14,7,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3
3,58000,1700,11 out of 17,11,TNGOS Colony,Hyderabad,Furnished,Bachelors/Family,3
2,14000,930,5 out of 5,5,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2
1,7000,150,Ground out of 2,Ground,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,1
2,13000,1200,3 out of 4,3,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2
2,11000,1250,2 out of 3,2,poush,Hyderabad,Unfurnished,Bachelors/Family,2
2,9500,900,3 out of 4,3,Chilakalguda,Hyderabad,Semi-Furnished,Bachelors/Family,2
1,7500,500,2 out of 3,2,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,1
2,14000,900,Ground out of 2,Ground,Karmanghat,Hyderabad,Semi-Furnished,Bachelors,2
2,16000,1100,2 out of 5,2,Hyderguda,Hyderabad,Furnished,Family,2
3,18000,1500,4 out of 5,4,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,3
1,8200,500,1 out of 3,1,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1
3,12000,1300,1 out of 4,1,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3
1,10000,300,10 out of 31,10,Attapur,Hyderabad,Furnished,Bachelors/Family,1
2,13000,800,1 out of 3,1,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,2
3,22000,1400,1 out of 6,1,Aruna Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2
1,10500,500,Ground out of 4,Ground,Kothapet,Hyderabad,Furnished,Bachelors/Family,1
2,11000,750,3 out of 5,3,Fathenagar,Hyderabad,Unfurnished,Bachelors/Family,2
3,20000,1200,2 out of 4,2,"Abids, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3
3,14000,1350,3 out of 4,3,"Gayatri Hills, Jubilee Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2
2,12500,1400,Ground out of 4,Ground,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2
1,10500,450,3 out of 5,3,Madhapur,Hyderabad,Unfurnished,Bachelors/Family,1
3,30000,2061,1 out of 6,1,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,3
2,11000,100,2 out of 3,2,Mehdipatnam,Hyderabad,Furnished,Family,2
2,9000,1100,2 out of 2,2,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2
3,35000,1650,5 out of 5,5,Kondapur,Hyderabad,Semi-Furnished,Family,3
3,23382,1500,1 out of 1,1,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3
2,9500,1140,3 out of 4,3,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2
2,9000,990,Ground out of 1,Ground,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2
3,60000,1700,7 out of 17,7,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3
2,11000,1200,2 out of 4,2,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2
2,11000,850,1 out of 3,1,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2
2,11000,900,2 out of 3,2,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,2
2,8000,800,Ground out of 2,Ground,Gopanapalli,Hyderabad,Semi-Furnished,Bachelors/Family,2
2,9000,1000,1 out of 2,1,Hydershakote,Hyderabad,Unfurnished,Bachelors,2
2,8000,1020,3 out of 4,3,Hydershakote,Hyderabad,Semi-Furnished,Bachelors/Family,2
1,5500,300,Ground out of 3,Ground,Ameenpur,Hyderabad,Unfurnished,Bachelors/Family,1
2,12000,1800,Ground out of 2,Ground,"Quthbullapur, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2
3,25000,919,8 out of 13,8,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2
3,23000,25,5 out of 6,5,"Sanath Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3
2,12000,1050,1 out of 3,1,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2
2,6500,200,Ground out of 1,Ground,Dammaiguda,Hyderabad,Unfurnished,Bachelors,2
1,9000,450,1 out of 4,1,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1
4,25000,1000,15 out of 20,15,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3
3,12500,1250,2 out of 5,2,Kompally,Hyderabad,Semi-Furnished,Bachelors,2
3,45000,1900,9 out of 15,9,"Financial District, Nanakram Guda",Hyderabad,Unfurnished,Bachelors,3
2,27000,1500,Ground out of 4,Ground,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2
3,75000,2395,14 out of 17,14,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,3
2,9000,1800,1 out of 1,1,"Basheer Bagh, Hyderabad,",Hyderabad,Furnished,Bachelors/Family,2
2,12000,700,3 out of 3,3,BHEL,Hyderabad,Unfurnished,Bachelors/Family,2
3,24000,1700,4 out of 5,4,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Family,2
2,15000,1200,2 out of 3,2,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Unfurnished,Bachelors,2
3,24000,1600,3 out of 5,3,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3
2,12000,745,8 out of 9,8,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2
3,27000,2210,4 out of 5,4,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3
3,30000,1450,9 out of 13,9,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3
3,20000,1400,3 out of 4,3,Narayanaguda,Hyderabad,Semi-Furnished,Family,3
3,22000,2000,Upper Basement out of 3,Upper,A 307 Blossom Heights,Hyderabad,Furnished,Bachelors,3
4,25000,1815,2 out of 5,2,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,3
2,23000,1000,Upper Basement out of 3,Upper,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1
2,12000,1000,3 out of 3,3,in Maruthi Nagar-Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,2
2,18000,1200,5 out of 6,5,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,3
3,55000,2430,7 out of 9,7,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,3
1,5000,140,2 out of 3,2,Malkajgiri,Hyderabad,Unfurnished,Bachelors/Family,1
2,13000,1200,2 out of 5,2,Nacharam,Hyderabad,Semi-Furnished,Bachelors/Family,2
2,9000,1100,2 out of 4,2,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,3
2,7000,800,1 out of 3,1,"Buddha Nagar Colony, Boduppal",Hyderabad,Unfurnished,Bachelors,2
3,28000,1500,3 out of 5,3,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3
2,15000,1200,2 out of 5,2,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,2
3,14000,1350,2 out of 5,2,KTR Colony,Hyderabad,Semi-Furnished,Bachelors/Family,3
5,45000,2300,3 out of 5,3,Narayanguda,Hyderabad,Unfurnished,Bachelors,3
1,12000,1300,2 out of 4,2,Alwal,Hyderabad,Furnished,Bachelors/Family,2
2,12500,1000,3 out of 4,3,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,2
2,13000,1210,4 out of 5,4,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2
2,9500,1050,2 out of 3,2,"Bollaram, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2
3,35000,1600,8 out of 10,8,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3
1,4000,300,3 out of 3,3,in Syed Ali Guda,Hyderabad,Unfurnished,Bachelors/Family,1
1,8000,300,4 out of 4,4,"Mallepally, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1
2,12500,1010,5 out of 5,5,ECIL,Hyderabad,Unfurnished,Bachelors,2
3,65000,1850,5 out of 5,5,"Patrika Nagar, Hitech City",Hyderabad,Furnished,Bachelors,3
2,13000,1300,Ground out of 3,Ground,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2
